序號,車站,出口,公車名稱
576,BL11_西門,出口2,265夜間公車-土城
577,BL11_西門,出口2,265夜間公車-行政院
578,BL11_西門,出口2,265夜間公車-行政院
579,BL11_西門,出口2,265夜間公車-行政院
580,BL11_西門,出口2,265區(三重)-行政院
581,BL11_西門,出口2,265區(三重)-行政院
582,BL11_西門,出口2,265區(三重)-行政院
583,BL11_西門,出口2,265區(三重)-重慶國中
584,BL11_西門,出口2,265區(三重)-重慶國中
585,BL11_西門,出口2,265區(三重)-重慶國中
586,BL11_西門,出口2,265經中央路-土城
587,BL11_西門,出口2,265經中央路-土城
588,BL11_西門,出口2,265經中央路-土城
589,BL11_西門,出口2,265經中央路-行政院
590,BL11_西門,出口2,265經中央路-行政院
591,BL11_西門,出口2,265經中央路-行政院
592,BL11_西門,出口2,265經明德路-土城
593,BL11_西門,出口2,265經明德路-土城
594,BL11_西門,出口2,265經明德路-土城
595,BL11_西門,出口2,265經明德路-行政院
596,BL11_西門,出口2,265經明德路-行政院
597,BL11_西門,出口2,265經明德路-行政院
598,BL11_西門,出口2,270-中華科技大學
599,BL11_西門,出口2,270-中華科技大學
600,BL11_西門,出口2,270-中華科技大學
601,BL11_西門,出口2,270-捷運西門站
602,BL11_西門,出口2,270-捷運西門站
603,BL11_西門,出口2,270-捷運西門站
604,BL11_西門,出口2,300-小南門
605,BL11_西門,出口2,300-小南門
606,BL11_西門,出口2,300-小南門
607,BL11_西門,出口2,300-故宮博物院
608,BL11_西門,出口2,300-故宮博物院
609,BL11_西門,出口2,300-故宮博物院
610,BL11_西門,出口2,302路-萬華
611,BL11_西門,出口2,302路-萬華
612,BL11_西門,出口2,302路-萬華
613,BL11_西門,出口2,304承德-故宮博物院
614,BL11_西門,出口2,304承德-故宮博物院
615,BL11_西門,出口2,304承德-故宮博物院
616,BL11_西門,出口2,304重慶-故宮博物院
617,BL11_西門,出口2,304重慶-故宮博物院
618,BL11_西門,出口2,304重慶-故宮博物院
619,BL11_西門,出口2,307西藏往板橋前站-撫遠街
620,BL11_西門,出口2,307西藏往板橋前站-撫遠街
621,BL11_西門,出口2,307西藏往板橋前站-撫遠街
622,BL11_西門,出口2,307莒光往板橋前站-撫遠街
623,BL11_西門,出口2,307莒光往板橋前站-撫遠街
624,BL11_西門,出口2,307莒光往板橋前站-撫遠街
625,BL11_西門,出口2,310往板橋-士林
626,BL11_西門,出口2,310往板橋-士林
627,BL11_西門,出口2,310往板橋-士林
628,BL11_西門,出口2,49-東園
629,BL11_西門,出口2,49-東園
630,BL11_西門,出口2,49-東園
631,BL11_西門,出口2,49-建國北路
632,BL11_西門,出口2,49-建國北路
633,BL11_西門,出口2,49-建國北路
634,BL11_西門,出口2,513-捷運台大醫院站
635,BL11_西門,出口2,513-捷運台大醫院站
636,BL11_西門,出口2,513-捷運台大醫院站
637,BL11_西門,出口2,635-臺北
638,BL11_西門,出口2,635-臺北
639,BL11_西門,出口2,635-臺北
640,BL11_西門,出口2,637-臺北
641,BL11_西門,出口2,637-臺北
642,BL11_西門,出口2,637-臺北
643,BL11_西門,出口2,651假日-板橋
644,BL11_西門,出口2,651假日-板橋
645,BL11_西門,出口2,651假日-板橋
646,BL11_西門,出口2,651假日-臺北市政府
647,BL11_西門,出口2,651假日-臺北市政府
648,BL11_西門,出口2,651假日-臺北市政府
649,BL11_西門,出口2,656-捷運臺大醫院站
650,BL11_西門,出口2,656-捷運臺大醫院站
651,BL11_西門,出口2,656-捷運臺大醫院站
652,BL11_西門,出口2,658-板橋
653,BL11_西門,出口2,658-板橋
654,BL11_西門,出口2,658-板橋
655,BL11_西門,出口2,660-圓環
656,BL11_西門,出口2,660-圓環
657,BL11_西門,出口2,660-圓環
658,BL11_西門,出口2,667-臺北車站
659,BL11_西門,出口2,667-臺北車站
660,BL11_西門,出口2,667-臺北車站
661,BL11_西門,出口2,670-臺北車站
662,BL11_西門,出口2,670-臺北車站
663,BL11_西門,出口2,670-臺北車站
664,BL11_西門,出口2,671-臺北車站
665,BL11_西門,出口2,671-臺北車站
666,BL11_西門,出口2,671-臺北車站
667,BL11_西門,出口2,705-三峽
668,BL11_西門,出口2,705-三峽
669,BL11_西門,出口2,705-三峽
670,BL11_西門,出口2,706-西門
671,BL11_西門,出口2,706-西門
672,BL11_西門,出口2,706-西門
673,BL11_西門,出口2,797-臺北
674,BL11_西門,出口2,797-臺北
675,BL11_西門,出口2,797-臺北
676,BL11_西門,出口2,835-捷運台大醫院站
677,BL11_西門,出口2,835-捷運台大醫院站
678,BL11_西門,出口2,835-捷運台大醫院站
679,BL11_西門,出口2,965捷運府中站(府中路)-板橋
680,BL11_西門,出口2,965捷運府中站(府中路)-板橋
681,BL11_西門,出口2,965捷運府中站(府中路)-板橋
682,BL11_西門,出口2,965捷運府中站(府中路)-金瓜石
683,BL11_西門,出口2,965捷運府中站(府中路)-金瓜石
684,BL11_西門,出口2,965捷運府中站(府中路)-金瓜石
685,BL11_西門,出口2,9-社子國小
686,BL11_西門,出口2,9-社子國小
687,BL11_西門,出口2,9-社子國小
688,BL11_西門,出口2,9-萬華
689,BL11_西門,出口2,9-萬華
690,BL11_西門,出口2,9-萬華
691,BL11_西門,出口2,三峽_捷運台大醫院站-三峽
692,BL11_西門,出口2,三峽_捷運台大醫院站-三峽
693,BL11_西門,出口2,三峽_捷運台大醫院站-三峽
694,BL11_西門,出口2,三峽_捷運台大醫院站-捷運臺大醫院站
695,BL11_西門,出口2,三峽_捷運台大醫院站-捷運臺大醫院站
696,BL11_西門,出口2,三峽_捷運台大醫院站-捷運臺大醫院站
697,BL11_西門,出口2,中山幹線-天母
698,BL11_西門,出口2,中山幹線-天母
699,BL11_西門,出口2,中山幹線-天母
700,BL11_西門,出口2,仁愛幹線(板橋發車)-五福新村
701,BL11_西門,出口2,仁愛幹線(板橋發車)-五福新村
702,BL11_西門,出口2,仁愛幹線(板橋發車)-五福新村
703,BL11_西門,出口2,仁愛幹線(板橋發車)-南港花園社區
704,BL11_西門,出口2,仁愛幹線(板橋發車)-南港花園社區
705,BL11_西門,出口2,仁愛幹線(板橋發車)-南港花園社區
706,BL11_西門,出口2,內科21往內科-內科
707,BL11_西門,出口2,內科21往內科-內科
708,BL11_西門,出口2,內科21往內科-內科
709,BL11_西門,出口2,重慶幹線-天母
710,BL11_西門,出口2,重慶幹線-天母
711,BL11_西門,出口2,重慶幹線-天母
712,BL11_西門,出口2,綠17-大稻埕碼頭
713,BL11_西門,出口2,綠17-大稻埕碼頭
714,BL11_西門,出口2,綠17-大稻埕碼頭
715,BL11_西門,出口2,綠17-華中河濱公園
716,BL11_西門,出口2,綠17-華中河濱公園
717,BL11_西門,出口2,綠17-華中河濱公園
718,BL11_西門,出口2,藍29-東園
719,BL11_西門,出口2,藍29-東園
720,BL11_西門,出口2,藍29-東園
721,BL11_西門,出口2,藍2-捷運台大醫院站
722,BL11_西門,出口2,藍2-捷運台大醫院站
723,BL11_西門,出口2,藍2-捷運台大醫院站
724,BL11_西門,出口2,鶯歌火車站_中正紀念堂-中正紀念堂
725,BL11_西門,出口2,鶯歌火車站_中正紀念堂-中正紀念堂
726,BL11_西門,出口2,鶯歌火車站_中正紀念堂-中正紀念堂
727,BL11_西門,出口3,222-內湖
728,BL11_西門,出口3,222-內湖
729,BL11_西門,出口3,222-內湖
730,BL11_西門,出口4,222-衡陽路
731,BL11_西門,出口4,222-衡陽路
732,BL11_西門,出口4,222-衡陽路
733,BL11_西門,出口4,938-五股
734,BL11_西門,出口4,938-五股
735,BL11_西門,出口4,938-五股
736,BL11_西門,出口5,242-中和
737,BL11_西門,出口5,242-中和
738,BL11_西門,出口5,242-中和
739,BL11_西門,出口5,249-華夏科技大學
740,BL11_西門,出口5,249-華夏科技大學
741,BL11_西門,出口5,249-華夏科技大學
742,BL11_西門,出口5,701-迴龍
743,BL11_西門,出口5,701-迴龍
744,BL11_西門,出口5,701-迴龍
745,BL11_西門,出口6,1140-靜浦
746,BL11_西門,出口6,1140-靜浦
747,BL11_西門,出口6,1140-靜浦
748,BL11_西門,出口6,1145-成功
749,BL11_西門,出口6,1145-成功
750,BL11_西門,出口6,1145-成功
751,BL11_西門,出口6,12-東園
752,BL11_西門,出口6,12-東園
753,BL11_西門,出口6,12-東園
754,BL11_西門,出口6,1820-竹東站
755,BL11_西門,出口6,1820-竹東站
756,BL11_西門,出口6,1820-竹東站
757,BL11_西門,出口6,1821-竹東站
758,BL11_西門,出口6,1821-竹東站
759,BL11_西門,出口6,1821-竹東站
760,BL11_西門,出口6,18-萬華
761,BL11_西門,出口6,18-萬華
762,BL11_西門,出口6,18-萬華
763,BL11_西門,出口6,202-中和
764,BL11_西門,出口6,202-中和
765,BL11_西門,出口6,202-中和
766,BL11_西門,出口6,202區-錦繡
767,BL11_西門,出口6,202區-錦繡
768,BL11_西門,出口6,202區-錦繡
769,BL11_西門,出口6,205-東園
770,BL11_西門,出口6,205-東園
771,BL11_西門,出口6,205-東園
772,BL11_西門,出口6,206-中華路
773,BL11_西門,出口6,206-中華路
774,BL11_西門,出口6,206-中華路
775,BL11_西門,出口6,206預-中華路
776,BL11_西門,出口6,206預-中華路
777,BL11_西門,出口6,206預-中華路
778,BL11_西門,出口6,212夜-青年公園
779,BL11_西門,出口6,212夜-青年公園
780,BL11_西門,出口6,212夜-青年公園
781,BL11_西門,出口6,212直-青年公園
782,BL11_西門,出口6,212直-青年公園
783,BL11_西門,出口6,212直-青年公園
784,BL11_西門,出口6,212-青年公園
785,BL11_西門,出口6,212-青年公園
786,BL11_西門,出口6,212-青年公園
787,BL11_西門,出口6,221-蘆洲
788,BL11_西門,出口6,221-蘆洲
789,BL11_西門,出口6,221-蘆洲
790,BL11_西門,出口6,223-青年公園
791,BL11_西門,出口6,223-青年公園
792,BL11_西門,出口6,223-青年公園
793,BL11_西門,出口6,232-蘆洲
794,BL11_西門,出口6,232-蘆洲
795,BL11_西門,出口6,232-蘆洲
796,BL11_西門,出口6,235-新莊
797,BL11_西門,出口6,235-新莊
798,BL11_西門,出口6,235-新莊
799,BL11_西門,出口6,246-東園
800,BL11_西門,出口6,246-東園
801,BL11_西門,出口6,246-東園
802,BL11_西門,出口6,250-青年公園
803,BL11_西門,出口6,250-青年公園
804,BL11_西門,出口6,250-青年公園
805,BL11_西門,出口6,252-富德
806,BL11_西門,出口6,252-富德
807,BL11_西門,出口6,252-富德
808,BL11_西門,出口6,253路-景美女中
809,BL11_西門,出口6,253路-景美女中
810,BL11_西門,出口6,253路-景美女中
811,BL11_西門,出口6,257路-新莊聯合辦公大樓
812,BL11_西門,出口6,257路-新莊聯合辦公大樓
813,BL11_西門,出口6,257路-新莊聯合辦公大樓
814,BL11_西門,出口6,260往東園-東園
815,BL11_西門,出口6,260往東園-東園
816,BL11_西門,出口6,260往東園-東園
817,BL11_西門,出口6,262去程半-宏國德霖科技大學
818,BL11_西門,出口6,262去程半-宏國德霖科技大學
819,BL11_西門,出口6,262去程半-宏國德霖科技大學
820,BL11_西門,出口6,262區-中和
821,BL11_西門,出口6,262區-中和
822,BL11_西門,出口6,262區-中和
823,BL11_西門,出口6,304承德-永和
824,BL11_西門,出口6,304承德-永和
825,BL11_西門,出口6,304承德-永和
826,BL11_西門,出口6,304重慶-永和
827,BL11_西門,出口6,304重慶-永和
828,BL11_西門,出口6,304重慶-永和
829,BL11_西門,出口6,307西藏往板橋前站-板橋
830,BL11_西門,出口6,307西藏往板橋前站-板橋
831,BL11_西門,出口6,307西藏往板橋前站-板橋
832,BL11_西門,出口6,307莒光往板橋前站-板橋
833,BL11_西門,出口6,307莒光往板橋前站-板橋
834,BL11_西門,出口6,307莒光往板橋前站-板橋
835,BL11_西門,出口6,310往板橋-板橋
836,BL11_西門,出口6,310往板橋-板橋
837,BL11_西門,出口6,310往板橋-板橋
838,BL11_西門,出口6,513-捷運輔大站
839,BL11_西門,出口6,513-捷運輔大站
840,BL11_西門,出口6,513-捷運輔大站
841,BL11_西門,出口6,5821-通霄站
842,BL11_西門,出口6,5821-通霄站
843,BL11_西門,出口6,5821-通霄站
844,BL11_西門,出口6,604狗狗公車(停駛)-板橋
845,BL11_西門,出口6,604狗狗公車(停駛)-板橋
846,BL11_西門,出口6,604狗狗公車(停駛)-板橋
847,BL11_西門,出口6,621-二重
848,BL11_西門,出口6,621-二重
849,BL11_西門,出口6,621-二重
850,BL11_西門,出口6,624-新店
851,BL11_西門,出口6,624-新店
852,BL11_西門,出口6,624-新店
853,BL11_西門,出口6,624綠野香坡-新店
854,BL11_西門,出口6,624綠野香坡-新店
855,BL11_西門,出口6,624綠野香坡-新店
856,BL11_西門,出口6,635-龍壽里
857,BL11_西門,出口6,635-龍壽里
858,BL11_西門,出口6,635-龍壽里
859,BL11_西門,出口6,637-五股
860,BL11_西門,出口6,637-五股
861,BL11_西門,出口6,637-五股
862,BL11_西門,出口6,640-五股
863,BL11_西門,出口6,640-五股
864,BL11_西門,出口6,640-五股
865,BL11_西門,出口6,660-深坑
866,BL11_西門,出口6,660-深坑
867,BL11_西門,出口6,660-深坑
868,BL11_西門,出口6,662-一女中
869,BL11_西門,出口6,662-一女中
870,BL11_西門,出口6,662-一女中
871,BL11_西門,出口6,663-新莊
872,BL11_西門,出口6,663-新莊
873,BL11_西門,出口6,663-新莊
874,BL11_西門,出口6,667-板橋
875,BL11_西門,出口6,667-板橋
876,BL11_西門,出口6,667-板橋
877,BL11_西門,出口6,758(五股發車)-五股
878,BL11_西門,出口6,758(五股發車)-五股
879,BL11_西門,出口6,758(五股發車)-五股
880,BL11_西門,出口6,783-五股
881,BL11_西門,出口6,783-五股
882,BL11_西門,出口6,783-五股
883,BL11_西門,出口6,797-五股
884,BL11_西門,出口6,797-五股
885,BL11_西門,出口6,797-五股
886,BL11_西門,出口6,799-臺北(經大安路)
887,BL11_西門,出口6,799-臺北(經大安路)
888,BL11_西門,出口6,799-臺北(經大安路)
889,BL11_西門,出口6,835-新北產業園區
890,BL11_西門,出口6,835-新北產業園區
891,BL11_西門,出口6,835-新北產業園區
892,BL11_西門,出口6,中山幹線-青年公園
893,BL11_西門,出口6,中山幹線-青年公園
894,BL11_西門,出口6,中山幹線-青年公園
895,BL11_西門,出口6,內科21往內科-板橋
896,BL11_西門,出口6,內科21往內科-板橋
897,BL11_西門,出口6,內科21往內科-板橋
898,BL11_西門,出口6,重慶幹線-東園
899,BL11_西門,出口6,重慶幹線-東園
900,BL11_西門,出口6,重慶幹線-東園
901,BL11_西門,出口6,臺北觀光巴士紅線-台北101
902,BL11_西門,出口6,臺北觀光巴士紅線-台北101
903,BL11_西門,出口6,臺北觀光巴士紅線-台北101
904,BL11_西門,出口6,藍2-新莊
905,BL11_西門,出口6,藍2-新莊
906,BL11_西門,出口6,藍2-新莊
907,BL12_台北車站,M1,NULL
908,BL12_台北車站,M1,14-臺北車站
909,BL12_台北車站,M1,1610-建國客運站
910,BL12_台北車站,M1,1610-臺北轉運站
911,BL12_台北車站,M1,1611-臺北轉運站
912,BL12_台北車站,M1,1611-臺南轉運站
913,BL12_台北車站,M1,1613-屏東轉運站
914,BL12_台北車站,M1,1613-臺北轉運站
915,BL12_台北車站,M1,1615-彰化站
916,BL12_台北車站,M1,1615-臺北轉運站
917,BL12_台北車站,M1,1616-員林轉運站
918,BL12_台北車站,M1,1616-臺北轉運站
919,BL12_台北車站,M1,1617-東勢站
920,BL12_台北車站,M1,1617-臺北轉運站
921,BL12_台北車站,M1,1618-嘉義市轉運中心
922,BL12_台北車站,M1,1618-臺北轉運站
923,BL12_台北車站,M1,1619-國軍英雄館
924,BL12_台北車站,M1,1619-臺北轉運站
925,BL12_台北車站,M1,1620-國軍英雄館
926,BL12_台北車站,M1,1620-臺北轉運站
927,BL12_台北車站,M1,1628-臺北轉運站
928,BL12_台北車站,M1,1628-漚汪
929,BL12_台北車站,M1,1630-西港
930,BL12_台北車站,M1,1630-臺北轉運站
931,BL12_台北車站,M1,1632-竹山
932,BL12_台北車站,M1,1632-臺北轉運站
933,BL12_台北車站,M1,1633-北港
934,BL12_台北車站,M1,1633-臺北轉運站
935,BL12_台北車站,M1,1635-三條崙
936,BL12_台北車站,M1,1635-臺北轉運站
937,BL12_台北車站,M1,1636-三條崙
938,BL12_台北車站,M1,1636-臺北轉運站
939,BL12_台北車站,M1,1637-三條崙
940,BL12_台北車站,M1,1637-臺北轉運站
941,BL12_台北車站,M1,1638-東石鄉公所
942,BL12_台北車站,M1,1638-嘉義交流道
943,BL12_台北車站,M1,1639-布袋
944,BL12_台北車站,M1,1639-嘉義交流道
945,BL12_台北車站,M1,1652-芳苑站
946,BL12_台北車站,M1,1652-臺北轉運站
947,BL12_台北車站,M1,1813-國光客運臺北車站
948,BL12_台北車站,M1,1814-基隆站(國光)
949,BL12_台北車站,M1,1815-國光客運臺北車站
950,BL12_台北車站,M1,1816-國光客運桃園停車場
951,BL12_台北車站,M1,1816-臺北車站(鄭州)
952,BL12_台北車站,M1,1818-中壢客運中壢總站
953,BL12_台北車站,M1,1818-臺北車站(鄭州)
954,BL12_台北車站,M1,1820-竹東站
955,BL12_台北車站,M1,1820-臺北轉運站
956,BL12_台北車站,M1,1821-竹東站
957,BL12_台北車站,M1,1821-臺北轉運站
958,BL12_台北車站,M1,1822-新竹轉運站
959,BL12_台北車站,M1,1822-臺北轉運站
960,BL12_台北車站,M1,1823-竹南站
961,BL12_台北車站,M1,1823-臺北轉運站
962,BL12_台北車站,M1,1824-苗栗
963,BL12_台北車站,M1,1824-臺北轉運站
964,BL12_台北車站,M1,1826-國光客運臺中車站
965,BL12_台北車站,M1,1826-臺北轉運站
966,BL12_台北車站,M1,1827-干城站
967,BL12_台北車站,M1,1827-臺北轉運站
968,BL12_台北車站,M1,1828-彰化站
969,BL12_台北車站,M1,1828-臺北轉運站
970,BL12_台北車站,M1,1829-員林轉運站
971,BL12_台北車站,M1,1829-臺北轉運站
972,BL12_台北車站,M1,1830-北斗
973,BL12_台北車站,M1,1830-臺北轉運站
974,BL12_台北車站,M1,1831-南投
975,BL12_台北車站,M1,1831-臺北轉運站
976,BL12_台北車站,M1,1832-普台高中
