"mrt_flow.中山","mrt_flow.北投","mrt_flow.北門","mrt_flow.古亭","mrt_flow.士林","mrt_flow.大橋頭","mrt_flow.松山"
35,17,3,8,7,3,0
0,0,0,0,9,0,0
431,598,258,564,656,317,495
1453,1813,1277,2397,2109,1230,2337
5050,3237,2696,5821,3758,2433,5688
3252,1827,1224,3621,2463,1219,2916
2863,1317,716,2033,1912,806,1184
3471,1391,690,2060,1800,760,1119
3962,1349,817,2459,2117,846,1253
4223,1290,915,2726,2293,943,1298
4112,1231,859,2289,1978,782,1208
4278,1175,918,2214,2006,873,1278
4963,1528,1023,2781,2509,1044,1520
7110,2229,1815,4657,3628,1675,2858
10639,3103,2655,6336,4479,2260,5427
7724,2238,1608,3940,3051,1587,4019
5053,1498,888,2367,1979,1112,1942
4900,1234,673,2210,1842,974,1715
4628,1179,617,2067,1492,807,1400
1649,560,275,860,646,440,654
557,186,128,291,226,178,232
24,7,10,12,2,3,0
0,0,0,0,8,0,0
333,402,119,393,445,323,295
515,742,277,865,902,680,650
1083,1142,460,1718,1519,621,808
1878,1307,553,2153,1923,847,1129
2809,1470,772,2063,2247,911,1100
4347,1649,923,2245,2283,1066,1268
4822,1400,996,2743,2510,1049,1341
5381,1458,1254,2715,2691,1022,1391
5861,1320,1395,2339,2629,1033,1373
6355,1230,1281,2365,2496,1002,1332
6476,1452,1455,2483,2586,1048,1507
8084,1779,1596,3125,3423,1344,2028
7022,1700,1499,2795,2989,1273,2041
5763,1318,1059,2033,2283,1061,1765
4850,1171,815,1715,1805,918,1525
4726,1150,782,1777,1813,846,1623
4221,1033,660,1587,1346,791,1547
1490,466,324,692,578,383,758
269,106,64,235,169,81,148
8,5,2,7,5,2,0
0,0,0,0,4,0,0
297,383,108,356,395,295,252
408,596,219,656,742,515,476
763,1007,365,1244,1185,519,647
1434,1139,462,1471,1680,652,774
2384,1268,657,1487,1929,700,822
3805,1324,771,1708,1990,855,1105
4073,1332,868,1940,2319,867,1096
4464,1285,1154,2059,2239,950,1037
5252,1249,1213,2094,2292,804,1211
5283,1234,1276,1975,2215,876,1333
5517,1324,1275,2074,2228,847,1335
6192,1479,1299,2308,2774,1134,1601
5431,1494,1091,2051,2415,1029,1598
4557,1268,871,1740,1963,971,1499
3713,1109,679,1482,1548,864,1294
3766,1057,617,1495,1404,890,1227
2529,792,431,1044,897,719,916
826,400,214,503,444,347,496
283,108,59,213,147,85,140
452,595,243,587,655,364,524
1548,1818,1283,2571,2230,1245,2367
5189,3258,2725,6102,3603,2490,5867
2985,1708,1113,3372,2087,1198,2856
2483,1218,671,1977,1653,798,1366
3069,1193,651,1872,1751,758,1128
3356,1141,690,2205,1958,769,1278
3621,1169,719,2462,2021,789,1166
3391,1009,693,2013,1713,732,1102
3473,973,695,1939,1726,688,1221
3975,1310,931,2483,2127,835,1525
5714,1999,1680,4168,3235,1493,2686
8490,2866,2657,6386,4169,2226,5308
6223,2104,1609,3778,2938,1449,3945
4005,1311,721,2203,1757,876,1906
3647,1012,551,1945,1459,716,1430
2726,848,401,1493,1171,595,1035
813,352,152,538,409,242,476
348,130,51,217,155,77,149
19,7,2,10,2,1,0
2,0,0,0,9,0,0
410,642,238,599,658,323,515
1595,1860,1249,2652,2293,1294,2368
5143,3397,2891,6296,3833,2549,5949
3332,1925,1209,3666,2673,1316,3059
2461,1359,704,2105,1918,913,1215
2905,1240,632,1852,1844,730,1124
3409,1236,683,2393,1987,929,1259
3568,1215,761,2430,2180,866,1264
3711,1083,759,2138,1970,785,1094
3608,1106,828,2315,1967,737,1206
4268,1325,953,2771,2496,959,1406
5942,2114,1749,4432,3595,1425,2731
8813,2974,2644,6424,4527,2310,5414
6323,2118,1524,4054,2914,1459,3988
4150,1339,770,2487,1881,952,2019
4133,1112,554,2189,1721,778,1520
3031,949,431,1711,1218,659,1021
860,350,162,580,387,263,482
316,118,81,230,135,99,162
7,16,5,10,3,2,1
0,0,0,0,12,0,0
458,615,230,595,634,334,534
1596,1880,1260,2466,2357,1189,2291
5202,3437,2797,6324,3892,2602,6081
3214,1855,1177,3811,2481,1308,2990
2599,1355,704,2111,1954,883,1384
3186,1264,676,2052,1814,842,1072
3719,1269,731,2415,2130,897,1399
3878,1266,789,2602,2216,793,1308
3773,1058,801,2131,1904,681,1174
4051,1157,748,2157,1874,732,1285
4341,1368,972,2691,2244,861,1609
6246,2107,1781,4619,3579,1570,2803
9305,3107,2658,6461,4351,2230,5499
6422,2198,1508,4037,2922,1490,3878
4404,1327,793,2376,1920,899,2089
4361,1221,634,2210,1646,866,1628
3257,1063,427,1892,1238,613,1136
1014,362,167,552,416,317,496
396,129,80,264,161,100,149
15,12,1,12,1,1,0
0,2,0,0,5,0,0
458,596,236,568,692,346,513
1536,1862,1331,2522,2352,1258,2370
5240,3435,2874,6344,3866,2496,5993
3272,1811,1192,3622,2461,1240,2967
2741,1365,721,2040,1894,906,1345
3341,1187,692,2069,2073,776,1090
3601,1247,722,2458,2035,764,1262
3790,1290,881,2749,2205,815,1225
3882,1101,739,2170,1921,780,1071
3810,1033,782,2112,1900,716,1264
4383,1432,1004,2756,2444,928,1436
6393,2191,1753,4482,3542,1630,2745
9577,2976,2720,6532,4415,2191,5397
6754,2136,1577,4008,3000,1464,4054
4426,1385,885,2438,1934,867,1949
4466,1202,644,2288,1703,834,1552
3384,948,413,1733,1279,590,1176
1038,388,178,608,503,297,522
670,262,151,353,242,143,237
26,21,8,10,7,0,2
0,2,2,0,6,0,0
439,587,241,555,669,355,493
1472,1909,1237,2337,2193,1206,2270
4993,3364,2781,5936,3717,2419,5760
3272,1805,1243,3641,2399,1245,2890
2809,1415,728,2107,2004,866,1255
3627,1361,670,2043,1953,777,1111
4030,1339,832,2493,2174,798,1288
4420,1341,1022,2817,2294,912,1321
4328,1178,901,2353,2019,833,1241
4552,1198,911,2379,2043,803,1381
4974,1525,1112,2913,2453,931,1597
7261,2248,1848,4932,3685,1568,2904
11120,3123,2702,6427,4578,2367,5636
7903,2254,1664,4149,3206,1710,4057
5245,1503,923,2405,2100,1141,2257
4924,1313,726,2436,1927,1036,1785
4590,1123,563,1998,1498,804,1682
1852,509,281,823,639,443,761
596,215,142,323,280,163,272
34,20,4,7,9,4,0
0,2,0,0,12,0,0
357,413,134,414,449,269,279
545,830,293,875,927,670,690
1059,1241,501,1868,1537,726,932
2000,1380,589,2074,2058,849,1101
2974,1532,739,2015,2251,899,1085
4711,1549,877,2317,2425,1163,1341
5047,1525,989,2825,2698,1123,1376
5698,1508,1080,2756,2762,1086,1382
6356,1355,1203,2406,2823,1051,1299
6668,1326,1233,2472,2597,1011,1437
6931,1484,1385,2658,2846,1080,1621
8364,1802,1535,3359,3411,1361,1976
7721,1705,1329,2936,3103,1328,2122
6042,1406,1103,2171,2445,1066,1935
5318,1166,816,1777,1934,905,1609
4907,1145,771,1878,1806,974,1692
4144,1005,687,1586,1473,767,1556
1692,536,321,745,615,402,802
326,144,95,203,162,107,163
8,5,5,6,3,2,0
0,0,0,2,7,0,0
338,364,99,351,395,274,265
476,656,234,673,834,664,566
861,1033,340,1228,1277,533,960
1647,1115,499,1581,1697,705,888
2429,1348,647,1559,2059,716,920
4077,1246,738,1769,2034,843,1123
4441,1373,788,1986,2196,852,1156
5102,1241,952,2151,2429,879,1278
5754,1289,1041,1977,2533,880,1367
5753,1193,1062,1927,2112,910,1356
5866,1302,1197,2122,2452,876,1484
6721,1641,1240,2510,3115,1164,1972
6023,1509,1094,2260,2581,1139,1783
4801,1252,871,1688,2025,929,1595
4188,1134,751,1583,1601,905,1749
4008,1033,602,1533,1471,871,1492
2765,789,403,1095,1008,667,996
936,353,181,469,449,393,538
273,123,66,185,186,87,159
7,9,3,9,3,1,0
0,0,0,0,9,0,0
461,650,241,655,681,410,551
1723,1986,1275,2620,2337,1380,2401
5117,3306,2769,6206,3530,2593,5912
3034,1758,1132,3474,2171,1217,2889
2536,1249,633,1942,1793,793,1288
3141,1117,610,1936,1776,720,1084
3257,1164,637,2213,1967,898,1192
3663,1198,815,2476,1964,809,1200
3512,1021,729,2038,1884,747,1080
3690,1076,749,2065,1835,718,1274
4197,1306,959,2556,2173,869,1507
5678,1952,1679,4540,3238,1482,2812
8499,3080,2645,6322,4245,2230,5471
5841,2165,1471,3851,2720,1442,3801
3924,1253,701,2193,1692,832,1872
3671,1051,507,1972,1359,829,1463
2766,834,334,1437,1045,556,1053
793,309,168,509,396,277,487
358,110,62,201,151,94,152
14,17,2,9,3,0,1
0,4,0,0,12,0,0
459,647,227,673,666,364,513
1667,1965,1328,2656,2292,1310,2506
5269,3421,2898,6551,3667,2553,6058
3207,1817,1218,3676,2487,1253,3106
2499,1280,760,2201,1802,820,1181
3193,1170,640,1967,1897,722,1044
3464,1198,761,2339,2022,890,1298
3791,1264,797,2632,2178,823,1254
3916,1057,769,2181,1939,738,1077
3543,1105,727,1964,1968,652,1158
4177,1361,1001,2698,2178,931,1470
5941,2075,1684,4746,3504,1483,2742
9012,3084,2648,6639,4299,2254,5410
6091,2115,1484,4031,2817,1386,3900
4044,1321,717,2223,1698,860,1931
4034,1018,567,2141,1492,786,1450
2927,944,415,1618,1229,607,1021
861,340,146,552,404,259,455
331,127,69,214,144,80,135
12,17,1,5,5,0,0
0,0,0,0,8,0,0
468,627,250,621,714,377,515
1609,2045,1285,2683,2430,1286,2488
5135,3493,2892,6590,3763,2509,5915
3292,1816,1284,3818,2404,1315,3206
2579,1328,729,2072,1867,784,1259
3147,1269,695,2037,1981,742,1091
3669,1365,761,2534,2006,909,1292
3904,1306,919,2598,2266,899,1260
3849,1069,749,2197,1986,795,1121
3744,1080,762,2193,1937,790,1270
3978,1342,895,2561,2210,876,1461
6230,2041,1731,4835,3422,1467,2824
9205,3095,2743,6860,4469,2220,5421
6598,2155,1502,4188,3038,1441,4158
4401,1421,782,2505,1731,903,2013
4304,1137,617,2274,1593,828,1511
3169,992,465,1846,1213,650,1139
939,351,143,605,402,254,489
327,129,79,217,158,110,139
12,12,4,3,3,1,0
0,0,0,0,4,0,0
438,638,233,612,663,363,525
1528,1942,1255,2590,2384,1326,2339
4983,3441,2822,6369,3777,2578,5956
3459,1962,1352,3930,2584,1314,3286
2810,1322,737,2103,1926,864,1372
3470,1342,672,2024,2028,773,1144
3774,1411,787,2453,2153,950,1355
3881,1257,851,2482,2181,851,1330
3652,1052,810,2155,1861,782,1115
3908,1057,843,2110,1845,819,1256
4325,1452,1109,2675,2146,976,1554
6495,2177,1690,4670,3418,1522,2839
9470,3059,2672,6716,4404,2279,5573
6566,2173,1555,4177,3017,1551,4014
4502,1430,877,2415,1877,902,2086
4396,1196,618,2364,1627,844,1703
3391,995,483,1828,1241,661,1178
1064,402,178,635,435,281,476
632,203,137,307,241,196,240
24,25,2,6,5,7,0
0,0,0,2,7,0,2
479,667,238,612,659,390,568
1554,1968,1236,2508,2283,1354,2474
5060,3320,2696,6110,3545,2406,5787
3203,1758,1198,3516,2433,1287,2979
2762,1319,772,2065,2002,844,1305
3535,1291,704,2107,1949,795,1220
4047,1328,766,2455,2251,988,1391
4114,1306,944,2768,2359,885,1335
4124,1118,812,2314,1916,850,1245
4334,1152,924,2226,2015,835,1325
4699,1449,1165,2931,2384,967,1606
7308,2177,1899,4921,3696,1592,3106
10847,3186,2685,6467,4635,2301,5336
8081,2286,1654,4049,3192,1578,4185
5132,1507,914,2581,2089,1073,2213
5173,1277,775,2381,1897,1098,1831
4489,1138,588,2071,1640,860,1547
1759,553,304,860,667,451,679
575,231,150,319,267,142,279
21,13,2,6,1,4,0
0,0,0,0,7,0,0
357,412,111,385,409,289,283
503,849,268,886,879,671,746
1126,1208,463,1728,1492,661,942
1907,1344,677,2172,1990,842,1178
2917,1435,740,2063,2184,996,1189
4673,1560,911,2401,2488,1108,1332
4788,1437,899,2692,2510,1092,1552
5288,1412,1151,2747,2659,1050,1543
5851,1247,1187,2319,2464,1044,1469
6148,1125,1213,2351,2427,1137,1431
6898,1412,1473,2534,2617,1105,1631
7984,1861,1644,3252,3098,1470,1938
7393,1665,1404,2983,3040,1355,2091
5971,1354,1122,2180,2234,1125,1880
5042,1087,862,1898,1751,1054,1606
5058,1056,734,2044,1787,1165,1738
4147,1065,585,1656,1488,863,1273
1485,553,305,729,623,436,675
301,155,65,203,176,108,160
5,8,3,5,3,2,0
0,2,0,0,5,0,2
289,410,109,354,392,304,268
423,929,217,887,847,593,503
800,1030,347,1576,1194,457,705
1416,1383,479,1605,1751,713,836
2463,1164,639,1548,2002,664,877
4000,1269,801,1735,1968,915,1088
4066,1252,824,2251,2074,878,1149
4222,1172,968,2159,2379,825,1122
5226,1135,962,1884,2213,776,1135
5164,1049,967,1712,1999,850,1157
5491,1202,1142,2063,2309,912,1344
6577,1591,1153,2595,2607,1055,1774
5342,1448,1089,2284,2401,1076,1600
4540,1325,843,1729,1910,963,1518
4041,1197,680,1568,1625,894,1349
3874,1053,636,1543,1454,818,1393
2699,771,454,974,1039,777,959
886,421,185,577,410,338,471
294,147,61,195,119,98,154
10,9,0,7,3,2,0
0,0,0,2,8,0,0
467,728,227,654,782,421,540
1599,2237,1298,2549,2587,1407,2435
5127,3269,2748,6214,3564,2435,5933
3092,1754,1143,3446,2219,1174,2958
2412,1252,692,1946,1680,806,1367
3078,1279,639,1929,1781,744,1128
3585,1342,758,2501,2194,950,1435
2635,800,553,1961,1376,529,966
3076,823,644,1829,1577,574,836
3654,1137,744,2141,1921,769,1248
3863,1461,854,2451,2239,897,1426
5653,2077,1747,4256,3184,1407,2750
8601,2958,2538,6013,4113,2159,5367
5793,2145,1522,3664,2757,1430,3939
3903,1270,774,2238,1751,866,1990
3658,1068,544,2081,1372,765,1482
2644,818,420,1422,1114,586,1080
766,343,155,518,400,271,465
347,122,89,220,140,95,162
11,13,2,8,0,3,0
0,0,0,0,5,0,0
431,718,224,619,715,403,518
1654,2272,1264,2694,2587,1390,2484
5108,3429,2911,6471,3835,2521,5973
3317,1891,1250,3768,2402,1257,3086
2689,1385,731,2098,1963,830,1316
3089,1210,717,2018,2033,753,1067
3317,1319,714,2304,2143,951,1351
3720,1208,867,2631,2074,755,1208
3649,1035,785,2167,1814,705,1099
3739,1110,744,2065,1972,753,1145
4211,1508,948,2666,2551,901,1483
6229,2263,1735,4709,3705,1501,2811
8928,3123,2776,6513,4367,2212,5395
6330,2236,1569,3900,2917,1441,4041
4098,1402,781,2161,1742,842,1990
4003,1086,594,2244,1603,849,1444
2964,878,432,1697,1235,597,1127
954,352,160,594,417,301,524
381,136,85,226,164,88,158
9,14,2,1,4,1,0
0,0,0,0,7,0,0
450,712,228,666,740,364,566
1644,2297,1324,2673,2599,1425,2496
5175,3350,2865,6311,3825,2539,5884
3150,1818,1291,3824,2469,1261,3114
2666,1291,700,2135,1771,804,1337
3247,1263,728,2032,1799,795,1129
3546,1285,729,2341,2080,963,1292
3990,1201,907,2605,2212,764,1285
3964,1066,728,2144,1911,682,1087
3912,1135,849,2296,2012,791,1334
4351,1514,1044,2640,2451,882,1436
6555,2353,1867,4814,3759,1544,2869
9451,3073,2762,6646,4320,2178,5616
6670,2200,1543,4032,3011,1492,4140
4349,1340,774,2500,1903,919,2060
4542,1172,697,2264,1677,841,1667
3339,955,463,1756,1213,595,1215
969,358,186,573,418,281,450
337,127,76,267,170,95,154
21,16,3,8,3,4,0
0,0,0,0,6,2,0
477,724,229,620,736,391,521
1645,2258,1282,2666,2599,1345,2479
5158,3353,2817,6274,3732,2522,5903
3281,1908,1290,3705,2384,1301,3093
2748,1337,795,2155,1937,859,1367
3277,1265,646,1972,1870,782,1100
3663,1356,740,2396,2031,881,1345
3857,1300,857,2662,2197,874,1292
4013,1067,867,2217,2035,814,1171
3916,1152,807,2271,1990,744,1263
4529,1491,1049,2646,2510,946,1565
6677,2348,1828,4608,3602,1568,2894
9679,3070,2658,6617,4393,2255,5502
6755,2166,1627,4115,2953,1511,4095
4632,1439,838,2398,1831,1024,1947
4619,1159,653,2310,1644,875,1663
3363,976,491,1682,1266,602,1306
1036,443,202,644,421,321,473
631,197,143,339,244,170,206
27,23,5,4,6,0,0
0,4,0,0,10,0,0
457,652,238,580,725,377,559
1613,2189,1260,2572,2395,1354,2442
5129,3394,2729,6064,3745,2473,5786
3190,1828,1289,3598,2572,1239,2997
2759,1375,825,2135,1958,811,1370
3512,1373,733,2080,2034,814,1177
4078,1414,891,2442,2174,979,1447
4370,1408,1002,2722,2311,890,1436
4333,1180,869,2401,2032,802,1210
4231,1179,1000,2283,1920,867,1328
4992,1557,1176,2829,2480,1045,1671
7352,2429,1947,4835,3976,1660,3043
11304,3229,2819,6540,4669,2317,5554
8293,2270,1758,4223,3204,1632,4249
5542,1570,1053,2672,2116,1196,2350
5232,1337,819,2656,1930,1079,1967
4746,1128,674,2154,1625,869,1522
1663,504,312,947,658,466,687
693,210,259,312,266,206,290
17,16,12,10,8,1,1
2,0,0,2,5,0,0
304,411,126,347,365,277,301
495,802,294,835,958,621,637
1117,1242,486,1762,1542,648,891
1895,1359,695,2237,1967,952,1087
3000,1657,857,2068,2330,977,1164
4794,1578,903,2368,2497,1222,1428
5063,1489,1118,2807,2637,1213,1559
5845,1469,1523,2951,2653,1356,1538
6499,1369,1774,2613,2594,1209,1421
6921,1319,2619,2485,2396,1455,1497
7268,1544,3979,2837,2484,1839,1597
8872,1892,5489,3472,3173,2413,2222
8165,1685,7495,3159,3142,2941,2439
6848,1458,10147,2394,2337,2909,2083
5114,1254,3771,1822,1795,1889,1769
5549,1133,9580,2043,1882,3643,2184
4773,1221,3112,1643,1469,2076,1569
1995,532,784,769,748,859,982
338,105,82,207,142,105,163
11,12,3,7,2,0,0
0,2,2,0,3,0,0
330,378,119,338,403,266,243
453,715,220,709,704,601,561
888,1009,380,1554,1182,504,675
1504,1244,472,1652,1699,750,859
2437,1360,658,1580,1872,827,946
4126,1359,819,1858,2119,898,1216
4406,1328,827,2314,2318,929,1301
4773,1248,1064,2240,2337,923,1207
5659,1273,1274,2022,2404,878,1328
5583,1230,1145,1901,2210,906,1318
6017,1380,1351,2155,2412,948,1348
6935,1688,1210,2636,2881,1170,1829
5830,1505,1129,2334,2607,1193,1672
4888,1323,921,1843,2096,975,1651
4181,1135,692,1617,1764,936,1527
3899,1163,600,1550,1466,803,1380
2623,780,388,1074,1003,719,1006
964,365,219,449,483,360,512
312,108,77,203,136,76,156
462,710,239,583,823,359,545
1670,2312,1314,2662,2896,1426,2526
5320,3370,2848,6207,3604,2606,6077
3183,1787,1213,3508,2193,1224,3088
2497,1181,728,1912,1670,844,1253
3078,1192,622,1894,1660,723,1130
3301,1279,737,2084,2099,885,1306
3320,1109,748,2323,2008,865,1332
3308,1030,776,1999,1798,686,1103
3383,1062,712,2006,1778,768,1178
4022,1358,891,2533,2321,907,1434
5661,2224,1669,4272,3283,1541,2714
8620,3071,2634,6371,4335,2265,5615
6100,2226,1547,3906,2832,1454,4120
4005,1324,695,2233,1781,870,2113
3685,1010,607,1999,1455,720,1377
2775,834,349,1384,1064,604,1151
813,322,159,497,418,273,455
304,127,60,219,128,104,151
15,11,3,3,1,0,0
2,0,0,0,8,0,0
458,728,234,646,734,343,557
1661,2369,1334,2796,2833,1408,2531
5331,3296,2972,6574,3844,2667,6203
3341,1731,1259,3730,2469,1285,3312
2728,1232,739,2033,1608,835,1243
3005,1158,574,1992,1759,677,1096
3414,1316,670,2362,2177,937,1283
3420,1135,792,2353,1986,751,1229
3541,958,677,2159,1760,723,1028
3415,992,748,1938,1740,794,1051
3919,1446,951,2544,2389,870,1439
5968,2265,1775,4538,3513,1482,2849
8954,3012,2794,6608,4427,2231,5638
6402,2190,1524,4034,2942,1475,3961
4259,1366,782,2364,1776,894,2155
3984,1088,572,2192,1571,778,1522
3042,872,465,1648,1227,596,1164
916,319,183,622,406,280,506
361,124,85,215,156,120,159
13,13,0,8,4,1,0
0,0,0,0,7,0,0
473,699,224,635,761,365,512
1672,2397,1284,2781,2871,1416,2474
5304,3517,2940,6478,3868,2576,6209
3240,1884,1233,3832,2290,1249,3090
2724,1411,731,2135,1827,818,1297
3251,1338,651,2147,1766,753,1147
3665,1396,830,2485,2058,922,1337
3952,1249,877,2638,2238,831,1390
3918,1165,803,2275,1901,786,1129
3891,1131,796,2246,1826,821,1207
4375,1531,1013,2682,2416,965,1504
6505,2412,1869,4836,3757,1499,2931
9632,3188,2760,6721,4477,2230,5641
6840,2262,1628,4063,2993,1509,4207
4410,1377,838,2457,1886,920,2201
4424,1123,694,2376,1699,831,1572
3365,1041,461,1888,1266,577,1230
1022,408,165,601,462,297,550
430,142,100,258,193,121,186
17,12,1,3,2,3,0
0,0,0,0,2,0,0
443,681,207,621,777,364,509
1625,2358,1333,2806,2787,1382,2473
5304,3495,2938,6404,3918,2538,6107
3311,1807,1322,3716,2267,1336,3064
2865,1271,816,2097,1882,842,1361
3412,1206,748,2081,1846,795,1140
3788,1324,795,2429,2244,892,1354
4127,1265,915,2627,2232,883,1424
4077,1104,877,2269,1895,772,1209
3570,1037,821,1967,1672,702,1217
4589,1574,1097,2815,2455,937,1478
6655,2271,2031,4808,3703,1584,2931
10480,3070,2941,6817,4649,2383,5628
7477,2175,1703,4028,3078,1485,4171
4758,1347,924,2380,1933,916,2205
4758,1159,716,2356,1784,916,1809
3704,999,524,1835,1407,703,1281
1183,419,243,698,520,320,567
750,224,211,315,254,157,264
36,9,8,6,10,3,0
0,0,0,0,8,0,0
461,693,236,591,779,355,505
1694,2310,1310,2603,2676,1395,2428
5196,3381,2770,6079,3678,2507,5983
3328,1910,1411,3547,2390,1249,2999
2882,1399,760,2102,1862,812,1299
3627,1329,746,2180,2002,772,1215
4203,1425,990,2551,2334,955,1399
4386,1342,1073,2677,2488,905,1496
4394,1217,907,2448,2221,826,1203
4434,1305,900,2436,2049,942,1337
5126,1652,1129,2813,2567,1005,1688
7501,2592,1911,4856,3855,1610,3088
11480,3180,2915,6520,4718,2298,5746
7954,2306,1617,4134,3233,1640,4332
5424,1529,864,2356,2009,1084,2353
5212,1394,767,2541,1786,1057,1943
4692,1119,595,2160,1519,901,1545
1687,553,303,762,658,490,744
562,198,129,294,243,147,261
20,14,4,2,2,1,0
0,0,0,2,8,0,0
387,436,123,448,498,279,313
528,809,284,867,999,611,739
1123,1213,446,1894,1586,687,948
1804,1353,556,2090,2142,898,1130
3133,1527,791,2071,2367,1067,1128
4693,1641,898,2388,2440,1205,1456
4961,1492,900,2764,2535,1174,1481
5469,1473,1169,2920,2813,1182,1643
5975,1341,1209,2353,2683,1037,1377
6340,1280,1242,2475,2553,1047,1496
6919,1517,1274,2608,2776,1105,1623
8120,1952,1584,3566,3288,1351,2302
7497,1709,1452,2954,3110,1357,2263
5687,1339,1101,2249,2201,1026,2013
4747,1236,816,1761,1859,941,1753
4706,1159,785,1860,1709,902,1735
3880,964,632,1640,1287,784,1721
1553,537,330,766,622,463,830
302,110,90,218,141,110,134
9,6,3,0,2,0,1
4,0,0,4,6,0,0
305,356,98,359,369,293,317
435,654,185,649,712,590,544
811,956,346,1247,1270,541,753
1512,1165,450,1620,1576,728,878
2575,1158,606,1538,1981,744,957
4128,1506,761,1887,2053,817,1115
4338,1411,731,2097,2125,868,1397
4691,1278,991,2174,2266,901,1377
5536,1236,1024,1952,2244,881,1255
5729,1247,1029,1940,2103,884,1404
5855,1306,1110,2072,2273,890,1394
6715,1615,1229,2742,2812,1135,1754
5909,1548,1107,2324,2524,1107,1721
4834,1338,888,1869,1870,909,1743
4510,1191,764,1674,1749,898,1904
3820,1083,650,1632,1395,985,1515
2651,820,423,1058,952,713,1048
872,407,151,505,439,320,477
286,86,68,182,139,70,148
10,7,5,5,2,0,1
0,0,0,0,6,0,0
422,686,228,621,796,386,546
1647,2263,1343,2743,2667,1441,2386
5257,3259,2825,6223,3616,2518,6123
3151,1799,1194,3469,2099,1230,2906
2560,1231,658,1949,1689,722,1300
3273,1248,634,2076,1716,687,1121
3431,1351,677,2375,2001,897,1317
3578,1209,773,2395,2077,809,1369
3628,1055,780,2090,1818,667,1088
3506,1092,882,2113,1760,773,1205
4145,1493,1048,2709,2255,884,1541
5767,2293,1696,4457,3470,1476,2810
8619,3077,2598,6448,4391,2350,5556
6079,2160,1486,3896,2800,1410,4058
3845,1340,735,2211,1727,788,2020
3429,1043,499,1773,1403,719,1378
2476,825,352,1373,1125,561,1033
779,341,163,528,407,233,473
336,125,70,183,151,83,135
453,696,222,612,789,355,533
1698,2395,1358,2897,2736,1395,2516
5299,3490,2913,6369,3950,2587,6266
3280,2018,1317,3750,2453,1291,3022
2767,1433,733,2193,1944,820,1291
3377,1307,538,2080,1914,736,1136
3509,1367,797,2452,2217,980,1318
3839,1251,886,2595,2311,838,1377
3860,1105,772,2206,1912,727,1212
3820,1151,843,2216,2036,803,1185
4403,1585,1071,2618,2690,959,1471
6358,2342,1966,4669,3804,1518,2832
9286,3134,2793,6719,4606,2335,5753
6498,2279,1650,4171,3090,1498,4161
4302,1390,779,2519,1842,930,2143
4128,1228,621,2269,1652,856,1638
3058,969,459,1630,1302,625,1158
946,348,173,501,409,290,484
324,136,91,242,159,98,173
14,9,3,5,0,0,0
0,0,0,1,6,0,0
483,723,218,635,780,343,553
1713,2354,1376,2843,2772,1455,2536
5370,3494,2966,6564,3882,2636,6228
3295,1914,1307,3816,2489,1343,3075
2754,1455,787,2019,2002,816,1328
3449,1304,689,2023,1917,711,1172
3929,1400,846,2418,2215,950,1463
